signature,maxTargetSdk,publicAlternatives,trackingBug
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->hfpCodecAptxVoice()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->higherL2capFlushThreshold()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->identityAddressNullIfUnknown()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->ignoreBondTypeForLe()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->isScoManagedByAudio()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->keepHfpActiveDuringLeaudioHandover()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->keepStoppedMediaBrowserService()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->keyMissingBroadcast()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->keyMissingClassicDevice()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->killInsteadOfExit()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->l2capPCcbCheckRewrite()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->l2capTxCompleteCbInfo()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leAudioBaseEcosystemInterval()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leAudioDevTypeDetectionFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leAudioFastBondParams()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leAudioSupportUnidirectionalVoiceAssistant()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->lePeriodicScanningReassembler()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leScanFixRemoteException()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leScanParametersFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leScanUseUidForImportance()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioActiveDeviceManagerGroupHandlingFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioAddSamplingFrequencies()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioAllowLeaudioOnlyDevices()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioAllowedContextMask()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioApiSynchronizedBlockFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioBroadcastAssistantHandleCommandStatuses()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioBroadcastAssistantPeripheralEntrustment()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioBroadcastAudioHandoverPolicies()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioBroadcastDestroyAfterTimeout()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioBroadcastExtractPeriodicScannerFromStateMachine()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioBroadcastFeatureSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioBroadcastMonitorSourceSyncStatus()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioBroadcastStopOnStreamingRequest()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioBroadcastVolumeControlForConnectedDevices()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioBroadcastVolumeControlWithSetVolume()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioCallbackOnGroupStreamStatus()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioCodecConfigCallbackOrderFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioDynamicSpatialAudio()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioEnableHealthBasedActions()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioGettingActiveStateSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioHalClientAsrc()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioMcsTbsAuthorizationRebondFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioMonoLocationErrata()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioMulticodecAidlSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioMultipleVocsInstancesApi()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioNoContextValidateStreamingRequest()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioQuickLeaudioToggleSwitchFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioResumeActiveAfterHfpHandover()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioStartRequestStateMutexCheck()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioStartStreamRaceFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioUnicastInactivateDeviceBasedOnContext()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioUseAudioModeListener()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioVolumeChangeOnRingtoneFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->loadDidConfigFromSysprops()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->mapLimitNotification()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->mcpAllowPlayWithoutActivePlayer()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->metadataApiInactiveAudioDeviceUponConnection()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->mfiHasUuid()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->msftAddrTrackingQuirk()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->nrpaNonConnectableAdv()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->oppFixMultipleNotificationsIssues()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->oppRemoveIncompleteDownload()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->oppServiceFixIndexOutOfBoundsExceptionInUpdateThread()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->oppStartActivityDirectlyFromNotification()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->pairingOnUnknownTransport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->phyToNative()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->pretendNetworkService()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->preventHogpReconnectWhenConnected()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->randomizeDeviceLevelMediaIds()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->readModelNumFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->removeAddressMapOnUnbond()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->reportVscDataFromTheGdController()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->resetAfterCollision()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->resetAgStateOnCollision()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->resetPairingOnlyForRelatedServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->retryEscoWithZeroRetransmissionEffort()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->rfcommAlwaysUseMitm()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->rnrCancelBeforeEventRace()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->rnrPresentDuringServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->rnrResetStateAtCancel()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->rnrStoreDeviceType()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->runBleAudioTicksInWorkerThread()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->runClockRecoveryInWorkerThread()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->saveInitialHidConnectionPolicy()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->scanManagerRefactor()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->scanRecordManufacturerDataMerge()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->separateServiceAndDeviceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->settingsCanControlHapPreset()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->sinkAudioPolicyHandover()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->skipUnknownRobustCaching()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->stackSdpDetectNilPropertyType()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->stackSdpDisconnectWhenCancelInPendingState()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->supportExclusiveManager()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->supportMetadataDeviceTypesApis()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->suppressHidRejectionBroadcast()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->synchronousBtaSec()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->systemServerMessenger()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->uncachePlayerWhenBrowsedPlayerChanges()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->unixFileSocketCreationFailure()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->updateInquiryResultOnFlagChange()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->useDspCodecWhenControllerDoesNotSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->useEntireMessageHandle()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->useLeShimConnectionMapGuard()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->vcpMuteUnmute()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->verifyHandleBeforeAddAcceptList()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->a2dpAsyncAllowLowLatency()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->a2dpConcurrentSourceSink()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->a2dpIgnoreStartedWhenResponder()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->a2dpOffloadCodecExtensibility()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->a2dpServiceLooper()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->absVolumeSdpConflict()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->airplaneModeXBleOn()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->allowSwitchingHidAndHogp()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->androidHeadtrackerService()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->apiGetConnectionStateUsingIdentityAddress()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->ashaAsrc()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->asymmetricPhyForUnidirectionalCis()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->audioPortBinderInheritRt()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->audioRoutingCentralization()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->autoConnectOnHfpWhenNoA2dpDevice()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->autoConnectOnMultipleHfpWhenNoA2dpDevice()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->autoOnFeature()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->avdtpErrorCodes()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->avoidStaticLoadingOfNative()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->avrcpConnectA2dpDelayed()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->avrcpSdpRecords()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->bleCheckDataLengthOnLegacyAdvertising()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->bleContextMapRemoveFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->bleGattServerUseAddressTypeInConnection()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->bleScanAdvMetricsRedesign()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->bluetoothPowerTelemetry()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->bluffsMitigation()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->breakUhidPollingEarly()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->browsingRefactor()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->btSocketApiL2capCid()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->btSystemContextReport()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->btaAgCmdBrsfAllowUint32()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->btaAvUsePeerCodec()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->btaDmDeferDeviceDiscoveryStateChangeUntilRnrComplete()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->btaDmDiscStuckInCancellingFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->cancelPairingOnlyOnDisconnectedTransport()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->channelSounding()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->channelSoundingInStack()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->cleanupLeOnlyDeviceType()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->clearCollisionStateOnPairingComplete()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->closeRfcommInsteadOfReset()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->connectHidAfterServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->continueServiceDiscoveryWhenCancelDeviceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->correctBondTypeOfLoadedDevices()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->delayBondingWhenBusy()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->deviceIotConfigLogging()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->divideLongSingleGapData()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->doNotReplaceExistingCodWithUncategorizedCod()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->dumpsysAcquireStackWhenExecuting()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->dumpsysUsePassedInFd()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->enableSniffOffload()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->encryptedAdvertisingData()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->ensureValidAdvFlag()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->enumerateGattErrors()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->explicitKillFromSystemServer()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->fastBindToApp()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->fixHfpQual19()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->fixLeOobPairingBypass()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->fixLePairingPasskeyEntryBypass()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->fixNonconnectableScannableAdvertisement()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->fixPairingFailureReasonFromRemote()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->forceBredrForSdpRetry()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->gattCleanupRestrictedHandles()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->gattDropAclOnOutOfResourcesFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->gattFixDeviceBusy()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->gattReconnectOnBtOnFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->gattRediscoverOnCanceled()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->gattServerAddHandlerToRunCallbacksOn()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->gdxDeviceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->gdxServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->getAddressTypeApi()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->handleDeliverySendingFailureEvents()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->headtrackerCodecCapability()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->hfpCodecAptxVoice()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->higherL2capFlushThreshold()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->identityAddressNullIfUnknown()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->ignoreBondTypeForLe()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->isScoManagedByAudio()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->keepHfpActiveDuringLeaudioHandover()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->keepStoppedMediaBrowserService()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->keyMissingBroadcast()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->keyMissingClassicDevice()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->killInsteadOfExit()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->l2capPCcbCheckRewrite()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->l2capTxCompleteCbInfo()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leAudioBaseEcosystemInterval()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leAudioDevTypeDetectionFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leAudioFastBondParams()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leAudioSupportUnidirectionalVoiceAssistant()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->lePeriodicScanningReassembler()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leScanFixRemoteException()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leScanParametersFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leScanUseUidForImportance()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioActiveDeviceManagerGroupHandlingFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioAddSamplingFrequencies()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioAllowLeaudioOnlyDevices()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioAllowedContextMask()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioApiSynchronizedBlockFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioBroadcastAssistantHandleCommandStatuses()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioBroadcastAssistantPeripheralEntrustment()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioBroadcastAudioHandoverPolicies()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioBroadcastDestroyAfterTimeout()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioBroadcastExtractPeriodicScannerFromStateMachine()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioBroadcastFeatureSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioBroadcastMonitorSourceSyncStatus()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioBroadcastStopOnStreamingRequest()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioBroadcastVolumeControlForConnectedDevices()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioBroadcastVolumeControlWithSetVolume()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioCallbackOnGroupStreamStatus()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioCodecConfigCallbackOrderFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioDynamicSpatialAudio()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioEnableHealthBasedActions()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioGettingActiveStateSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioHalClientAsrc()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioMcsTbsAuthorizationRebondFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioMonoLocationErrata()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioMulticodecAidlSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioMultipleVocsInstancesApi()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioNoContextValidateStreamingRequest()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioQuickLeaudioToggleSwitchFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioResumeActiveAfterHfpHandover()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioStartRequestStateMutexCheck()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioStartStreamRaceFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioUnicastInactivateDeviceBasedOnContext()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioUseAudioModeListener()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioVolumeChangeOnRingtoneFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->loadDidConfigFromSysprops()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->mapLimitNotification()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->mcpAllowPlayWithoutActivePlayer()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->metadataApiInactiveAudioDeviceUponConnection()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->mfiHasUuid()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->msftAddrTrackingQuirk()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->nrpaNonConnectableAdv()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->oppFixMultipleNotificationsIssues()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->oppRemoveIncompleteDownload()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->oppServiceFixIndexOutOfBoundsExceptionInUpdateThread()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->oppStartActivityDirectlyFromNotification()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->pairingOnUnknownTransport()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->phyToNative()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->pretendNetworkService()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->preventHogpReconnectWhenConnected()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->randomizeDeviceLevelMediaIds()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->readModelNumFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->removeAddressMapOnUnbond()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->reportVscDataFromTheGdController()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->resetAfterCollision()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->resetAgStateOnCollision()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->resetPairingOnlyForRelatedServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->retryEscoWithZeroRetransmissionEffort()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->rfcommAlwaysUseMitm()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->rnrCancelBeforeEventRace()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->rnrPresentDuringServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->rnrResetStateAtCancel()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->rnrStoreDeviceType()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->runBleAudioTicksInWorkerThread()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->runClockRecoveryInWorkerThread()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->saveInitialHidConnectionPolicy()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->scanManagerRefactor()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->scanRecordManufacturerDataMerge()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->separateServiceAndDeviceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->settingsCanControlHapPreset()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->sinkAudioPolicyHandover()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->skipUnknownRobustCaching()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->stackSdpDetectNilPropertyType()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->stackSdpDisconnectWhenCancelInPendingState()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->supportExclusiveManager()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->supportMetadataDeviceTypesApis()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->suppressHidRejectionBroadcast()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->synchronousBtaSec()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->systemServerMessenger()Z|,||,||,||
